"","GBM_cells_in_3D_organoid_culture"
"AAMP",4.98545961131784
"ABCB7",1.33779067965412
"ABCB9",1.9679525827502
"ABHD10",4.07832434696268
"ABRACL",2.8325916699593
"AC002056.1",2.77864016130008
"AC002451.2",1.00177826076562
"AC002504.1",0.339309807965046
"AC002524.1",5.35118531218574
"AC002540.1",0.24657903456346
"AC003005.2",0.534753387850515
"AC003092.2",0.317487996061441
"AC003101.2",0.348445928283102
"AC003986.3",1.27219012191082
"AC004023.1",0.45305590846586
"AC004069.1",0.840124893688812
"AC004080.4",0.470009435866644
"AC004112.1",1.25077385726211
"AC004130.1",1.97135604040236
"AC004233.3",0.910528248229774
"AC004264.2",1.14135643794438
"AC004383.1",1.87660837746389
"AC004477.3",3.41022097485258
"AC004801.7",1.17103399690872
"AC004817.3",1.5287390606778
"AC004817.4",1.73318971086433
"AC004832.6",0.662495940243974
"AC004847.1",0.318960248836813
"AC004890.1",2.41212005693209
"AC004910.1",0.76984698517268
"AC004941.1",0.849281598146663
"AC004947.1",0.621694317850564
"AC004982.2",0.908087954342856
"AC004990.1",0.796867798907387
"AC005005.4",1.0168875032813
"AC005261.4",1.0296940234425
"AC005332.8",1.12859770050586
"AC005393.1",2.45740458701619
"AC005410.1",0.659308608041716
"AC005479.1",0.303628944631579
"AC005479.2",0.49417013296947
"AC005578.1",0.729166791987974
"AC005592.1",1.43495165614589
"AC005618.1",0.645530382748218
"AC005695.3",0.484203792914994
"AC005696.3",0.763237450186585
"AC005703.5",1.19156788075263
"AC005736.1",0.93138968899123
"AC005740.1",0.511095102646197
"AC005899.6",1.09121225834741
"AC005899.7",1.47040376612968
"AC005906.1",0.318934564139491
"AC006023.1",0.957457775099993
"AC006033.1",1.00638508915544
"AC006058.3",2.51264630868502
"AC006238.1",1.35147417128419
"AC006378.2",0.520182266740964
"AC006449.2",0.614282347042073
"AC006466.1",0.535347824721558
"AC006547.1",1.58045610547015
"AC006946.2",0.480923729220356
"AC006946.3",0.298444828918272
"AC006960.3",1.90347417395054
"AC006967.3",0.549527486323995
"AC007029.1",0.702719175829159
"AC007036.1",0.877739803235059
"AC007215.1",0.353918073894485
"AC007318.1",4.61390813385479
"AC007318.2",2.20614100972346
"AC007386.1",0.568798172060924
"AC007450.3",1.56703027199929
"AC007568.1",0.35883587171678
"AC007622.1",0.534483892519044
"AC007638.1",0.774178754386856
"AC007663.3",1.60358354321498
"AC007785.3",0.505017284186042
"AC007849.2",0.643032345919781
"AC007923.2",0.485743434946009
"AC007952.5",0.426776988796598
"AC007952.7",0.462747743888685
"AC007969.1",5.16313809932608
"AC007992.1",0.21392854835471
"AC007998.4",2.28054177973446
"AC008066.1",0.441808671745416
"AC008072.1",1.56973175583272
"AC008115.4",1.26362339256522
"AC008121.1",0.732274688449654
"AC008121.2",0.868766204465001
"AC008147.4",0.461479851355602
"AC008154.2",0.321202128861139
"AC008267.5",2.75955582067047
"AC008278.1",2.59669350414921
"AC008403.3",1.00294277968209
"AC008443.3",0.743063168363003
"AC008494.2",0.908091638520363
"AC008494.3",0.675656488217758
"AC008507.3",2.59812675793043
"AC008543.4",0.476718083613431
"AC008549.2",0.686070570345681
"AC008549.3",0.247024025142452
"AC008736.1",0.671136437952892
"AC008738.2",0.594164568238563
"AC008759.2",0.930440911566449
"AC009005.1",2.21602695103852
"AC009053.2",0.792912177800674
"AC009088.1",2.28036624449902
"AC009108.5",1.02042618414449
"AC009127.2",0.452044320992254
"AC009159.4",0.912413400797993
"AC009220.1",0.748512175107909
"AC009220.3",1.10263793821249
"AC009275.1",0.767059657244899
"AC009336.3",0.639877803348594
"AC009432.1",0.727691542874486
"AC009533.2",0.480140108407839
"AC009779.1",1.69602389826801
"AC009831.4",0.772329696469355
"AC009908.1",1.12159457598733
"AC009967.1",2.16654120854446
"AC010139.1",0.26454022378448
"AC010168.2",1.41039208867903
"AC010205.1",0.444320038258228
"AC010207.1",0.600569978389748
"AC010271.2",0.817938940988235
"AC010326.1",0.440438486100118
"AC010327.5",0.801026555877531
"AC010329.1",0.906623538001922
"AC010401.2",1.02004516483786
"AC010424.1",1.50304298811314
"AC010468.1",1.08043117447981
"AC010595.1",0.653021982655521
"AC010631.1",0.397633086931889
"AC010733.1",2.58203347849184
"AC010904.2",0.812553366263258
"AC010969.2",3.59228660836247
"AC010980.1",0.730323595433477
"AC010980.2",3.46386155267916
"AC011008.2",0.81978378258825
"AC011374.2",1.1035954987441
"AC011416.2",0.395651596584347
"AC011453.1",1.71312069017092
"AC011458.1",0.614302826227845
"AC011468.4",1.61594739771771
"AC011495.1",2.07652737178769
"AC011592.1",0.923801200377231
"AC011773.4",1.45336285874426
"AC011816.2",0.922000591382586
"AC011912.1",0.66682734418302
"AC012150.1",0.476861268093437
"AC012313.4",2.34566575195168
"AC012313.8",1.70681893963087
"AC012414.6",0.405532271635977
"AC012441.2",2.13649681021668
"AC012508.1",1.02310562089935
"AC012603.1",0.623132594449939
"AC012629.3",0.269065161599773
"AC012640.2",3.16700586115494
"AC012640.5",0.403491859605418
"AC013244.1",0.40002710584788
"AC013410.1",0.257376322049237
"AC013448.1",0.74188782924737
"AC013452.2",1.00599020697122
"AC013476.2",0.879992645174099
"AC013553.4",0.325425909411086
"AC013726.1",0.751815683745894
"AC015660.2",0.52517755391638
"AC015726.2",0.617943109606468
"AC015813.4",2.22143844044837
"AC015818.2",2.33286351633177
"AC015819.1",0.600834023410806
"AC015910.1",0.326882531723983
"AC015911.1",0.933533020819072
"AC015911.9",1.90431141860228
"AC015912.2",0.296333170140813
"AC015983.1",0.780965957309628
"AC016397.2",0.98883061817438
"AC016405.2",0.411819238634211
"AC016717.3",0.784976847222631
"AC016739.1",2.98144202914618
"AC016745.1",1.05056349062335
"AC016745.2",1.50421825508718
"AC016876.1",3.94491485558866
"AC016877.3",0.598717326478326
"AC017079.1",0.536815226756162
"AC017104.3",2.82809019265371
"AC018475.1",0.661641067717929
"AC018521.7",1.21980180605852
"AC018553.2",0.617427552512356
"AC018558.1",0.325088095114531
"AC018638.2",3.36006104829685
"AC018641.1",0.464013858572777
"AC018648.1",1.17111801417676
"AC018695.7",0.80511933036335
"AC018755.3",0.838840961178838
"AC019103.1",0.650092894914573
"AC019109.1",0.835958580865024
"AC019129.1",0.204380242032552
"AC019131.2",1.40596682670239
"AC019193.2",0.35096324741435
"AC019322.4",3.28650765561921
"AC020558.3",1.8447013129783
"AC020604.1",0.886110408950124
"AC020656.2",0.949353524090474
"AC020661.1",0.925592159213296
"AC020899.1",0.641196801532364
"AC020904.2",0.715209948984885
"AC020917.3",3.46202699518969
"AC020928.2",0.458993177570644
"AC021016.2",1.60036062400899
"AC021072.1",0.782726509421289
"AC021087.4",0.44836079016072
"AC021106.1",1.86396779081284
"AC021106.3",1.96055117201204
"AC021151.1",0.343290638763867
"AC021491.4",1.28989568440677
"AC021739.5",0.695582825922747
"AC021755.3",0.771905463815356
"AC022075.1",2.2530303797946
"AC022098.3",0.317441388810862
"AC022167.4",0.641483385998779
"AC022167.5",0.806932422818814
"AC022417.1",1.22869671303303
"AC022432.1",1.03478105649919
"AC022483.1",0.603436635223203
"AC022743.1",0.792541964195799
"AC022762.2",1.51372530404264
"AC022893.1",1.21971534432715
"AC022968.1",1.79567460561058
"AC023141.12",0.336617376633785
"AC023141.8",0.481480946656632
"AC023157.1",0.457866777816065
"AC023424.1",0.348144355663489
"AC023424.2",0.308727966053594
"AC023538.1",0.311796607393034
"AC023796.1",1.88386291434826
"AC023983.2",1.70045956200896
"AC024257.2",0.70425281770893
"AC024560.3",2.28194190924951
"AC024587.1",0.387438959704087
"AC024896.1",3.19120098674715
"AC024940.6",1.25495978487339
"AC025035.1",0.351511621033658
"AC025166.1",0.453400323705947
"AC025175.1",1.71974193102346
"AC025254.1",0.394127357260805
"AC025259.2",1.61411421019619
"AC025262.2",0.983723638648233
"AC025459.1",0.328909195912197
"AC025754.2",0.319971036748853
"AC026403.1",6.62601659579483
"AC026410.3",3.13858017583003
"AC026412.1",0.773769057945849
"AC026422.1",0.508995190308857
"AC026464.3",0.50913430929465
"AC026585.1",0.421903120737851
"AC026741.1",0.75390796336244
"AC026884.1",0.324891466507183
"AC027031.1",0.46291717765855
"AC027124.1",0.355646276946349
"AC027176.3",2.38847105332674
"AC027228.3",0.768022415307981
"AC027271.1",0.678020376113566
"AC027338.1",0.263908007960384
"AC027373.1",2.36554616251779
"AC027682.6",0.571804948519439
"AC027688.2",0.925777785818558
"AC027801.5",0.576646322422441
"AC034229.1",1.32429482293825
"AC034229.4",0.62915556983135
"AC034236.3",0.424801563049455
"AC037459.2",1.19965677780112
"AC044802.1",1.2127663695362
"AC046176.1",1.97690495288937
"AC051619.1",1.38339887251375
"AC055764.2",1.23695508439991
"AC060766.1",3.74167266227787
"AC060766.3",0.684591812686829
"AC060766.4",4.08221834306921
"AC060766.6",2.42592015257332
"AC060766.7",2.56344720184407
"AC060788.1",0.354304022561495
"AC060814.3",0.215862480545855
"AC061975.5",0.320865877861424
"AC063943.1",1.55310972662309
"AC063948.1",1.78916728091459
"AC063952.2",0.572689904953199
"AC066615.1",1.92729318467957
"AC067838.1",4.19115264691426
"AC068057.1",0.796504134884545
"AC068138.1",0.240369953326476
"AC068279.1",0.640695409016807
"AC068389.3",0.511381679514299
"AC068418.2",0.700911237434259
"AC068448.1",3.23482842565928
"AC068538.1",0.518127729598067
"AC068700.1",0.345393265774615
"AC068775.1",1.12683933936988
"AC068944.1",2.24364585126029
"AC069154.1",0.949546394231413
"AC069209.1",2.24124520680475
"AC069213.2",0.460317664847319
"AC069218.1",2.63661710203264
"AC069218.2",0.357204980711081
"AC069503.1",0.405134826464687
"AC072052.1",0.533373447997915
"AC073111.5",1.45887598469437
"AC073261.1",2.34242699922019
"AC073263.3",0.260153441895543
"AC073314.1",0.330797432818134
"AC073342.2",0.361382118131583
"AC073346.2",1.02938665113085
"AC073352.2",0.314493205999241
"AC073534.1",0.937431715394502
"AC073539.1",1.16224538162454
"AC073578.4",2.69004406976303
"AC073610.1",0.511517781418368
"AC074143.1",0.326592667396832
"AC078880.4",2.14485116917113
"AC078909.2",1.62738322612309
"AC079054.1",0.378274090549363
"AC079089.2",0.205447052876912
"AC079228.1",0.482346484443047
"AC079250.1",3.34328797072501
"AC079328.1",0.445791075422989
"AC079341.2",1.42149888925596
"AC079598.1",0.696266980605364
"AC079921.2",1.04918401511453
"AC079922.1",2.24687294464782
"AC079949.1",0.214496622035001
"AC080011.1",0.821514110242793
"AC080013.6",3.51656328624503
"AC080023.1",0.266295113472014
"AC080038.2",0.470642729998762
"AC080080.2",0.450231897012659
"AC080112.1",1.14560915092011
"AC083801.2",0.907919189131594
"AC083806.1",0.221003663207263
"AC083867.1",0.274087955595747
"AC083873.1",3.94605502364748
"AC083899.2",0.646193857100221
"AC083906.1",0.643201682030814
"AC083906.5",0.29397492820681
"AC084033.1",0.282277436706537
"AC084035.1",1.04216765430064
"AC084757.3",0.948454223469497
"AC084757.4",0.85083539206342
"AC087072.2",0.288883746880561
"AC087289.2",0.412656837228323
"AC087354.1",0.981970955292763
"AC087392.5",2.21898747672379
"AC087473.1",1.25728219233125
"AC087623.3",1.14714119069744
"AC087645.2",0.528642992522259
"AC087894.1",1.57192570989927
"AC090103.1",0.402362736866337
"AC090152.1",2.48910747775707
"AC090241.3",1.10855506489671
"AC090506.2",1.31698551524347
"AC090643.1",0.953334819970659
"AC090666.1",0.677512396860235
"AC090692.1",2.46209698014945
"AC091133.2",0.765429717734157
"AC091152.4",1.15139267807336
"AC091305.1",1.15399254276426
"AC091390.2",0.316394327332861
"AC091614.1",0.767147166711946
"AC091799.1",0.761315526286888
"AC091807.1",0.354251886582647
"AC091825.1",1.39527477548756
"AC091891.2",0.712822464780569
"AC091962.1",0.221064561851324
"AC092013.1",0.280635893156919
"AC092017.1",0.989044508201331
"AC092053.1",0.841634374998031
"AC092115.1",1.50481465517674
"AC092132.1",0.33392211036592
"AC092162.3",0.435734808524102
"AC092175.1",0.370182510731549
"AC092184.1",2.78139366567315
"AC092192.1",1.75916060764645
"AC092326.1",0.852817370872503
"AC092337.1",1.95468316929708
"AC092354.1",0.697379422064638
"AC092354.2",1.3541177905026
"AC092692.1",0.827695704713349
"AC092724.1",0.964004688996977
"AC092809.2",0.524924134003672
"AC092809.3",1.41029210901468
"AC092814.1",1.83079602190538
"AC092953.2",1.44891281725574
"AC092954.2",0.351114438571145
"AC092991.1",0.519144221560681
"AC092999.1",1.30911556511775
"AC093014.1",0.314021749020286
"AC093072.1",0.826194316280099
"AC093107.2",0.446174044070365
"AC093227.1",2.44006859783335
"AC093278.2",0.275714673683684
"AC093323.3",1.06223892682675
"AC093326.2",0.214187556275089
"AC093510.1",1.1244722817956
"AC093510.2",0.535838520461357
"AC093535.2",1.18690150865639
"AC093582.1",0.864313692287132
"AC093627.7",0.568242981853497
"AC093673.2",0.799705665670321
"AC093698.1",0.579442632222643
"AC093871.1",0.315486343084456
"AC094104.2",1.82429611279191
"AC095057.3",1.82474203816914
"AC096536.1",1.59075800201586
"AC096638.1",0.426419352318842
"AC096720.2",1.69700352476316
"AC097359.2",1.54888593473828
"AC097359.3",0.377082118774621
"AC097523.1",0.717563061843904
"AC097533.1",0.922190575722588
"AC097534.1",0.717677336545654
"AC097534.2",2.05635367784381
"AC098476.1",1.31140134468637
"AC098583.1",2.66726991398153
"AC098590.1",0.483664048177726
"AC098828.2",0.652495871993681
"AC099063.4",0.78406518407583
"AC099398.1",1.06133870583775
"AC099518.6",1.14660047006112
"AC099521.1",0.871100282182638
"AC099850.2",2.07497467860131
"AC100771.1",0.349453953267881
"AC100812.1",1.4189157217941
"AC100821.2",0.537187931945533
"AC100847.1",1.94073403605328
"AC102953.1",0.631090927109418
"AC103724.4",0.959595812884912
"AC103798.2",0.530604487998358
"AC103810.1",0.884253860529977
"AC104058.1",1.63526133300511
"AC104066.1",0.98179138397461
"AC104071.1",0.575374560025754
"AC104117.3",0.900094702472234
"AC104117.4",0.239191509467876
"AC104117.5",0.504548827778876
"AC104306.1",1.06644870655948
"AC104339.1",0.356621505124415
"AC104521.1",0.775633538022821
"AC104561.3",0.552431185923688
"AC104581.1",0.384988801803342
"AC104653.1",0.787177618779234
"AC104653.2",1.11975767464869
"AC105020.2",1.12081484606663
"AC105129.2",0.312943051140678
"AC105206.2",2.07053026207605
"AC105398.1",0.346968135204092
"AC105760.1",0.534098036863702
"AC106028.5",1.01843258174961
"AC106053.1",0.272190952860301
"AC106789.1",0.285409548661116
"AC106795.1",0.488723432632343
"AC106799.3",0.687993541977829
"AC106822.1",1.32646983070188
"AC106872.2",1.6291667241753
"AC106872.8",0.971392084064189
"AC107027.1",0.376748115150685
"AC107294.1",2.92319287174778
"AC108025.2",1.51998780688426
"AC108479.1",1.17751815089485
"AC108693.2",0.374884667863958
"AC108704.1",1.00043720097165
"AC108860.2",0.748579882808952
"AC109347.1",1.34108027018255
"AC109347.2",0.974476971397649
"AC109454.2",1.52371131209893
"AC109583.2",3.29306363025645
"AC110285.5",0.675029737585775
"AC110597.1",1.08217666376331
"AC112187.3",0.746873706403207
"AC112484.3",1.80430662951755
"AC112715.1",0.46566669968758
"AC112907.2",2.30633163759857
"AC113145.1",0.470613035888235
"AC114341.1",0.384440924968339
"AC114491.1",1.59017782105352
"AC114814.3",0.417130449897022
"AC114928.1",2.40550405336503
"AC114947.2",1.51141910248502
"AC115284.2",2.30977585478017
"AC116407.1",0.687153275750159
"AC116614.1",1.642298656346
"AC117394.1",1.16205528251933
"AC117490.1",1.28391454844958
"AC117500.3",1.38340873708107
"AC117500.5",1.82293053303853
"AC118282.4",1.82381136922527
"AC118553.1",0.754100322828343
"AC118658.1",2.02567288909777
"AC119403.1",1.06640019459208
"AC119751.2",0.852806352882125
"AC119751.3",0.432392667169904
"AC119751.4",2.14196421690407
"AC119751.5",1.48346724417016
"AC120042.1",1.17394270446187
"AC121247.1",0.746810802966581
"AC121333.1",0.674841613828242
"AC122710.3",0.570209864061267
"AC122713.2",1.15131896458403
"AC123595.1",0.545017869629828
"AC124016.1",1.15099580392013
"AC124798.1",3.51914450592524
"AC124916.1",1.23166021750187
"AC124947.2",1.47322213043882
"AC125257.1",4.43147491053797
"AC125494.2",2.70742414334357
"AC125603.4",1.12749103068159
"AC125604.1",0.705657484319512
"AC126175.1",1.06078555924034
"AC126474.1",0.739788973704415
"AC126755.3",0.44154213112085
"AC126763.1",0.919519233869732
"AC126768.3",4.82600576843035
"AC127002.1",0.720496160719312
"AC127024.1",0.830957254810509
"AC127496.5",1.60423047815917
"AC127537.1",1.14056599147517
"AC128657.1",0.353724996766109
"AC128713.1",0.33839172565321
"AC130343.2",0.301501626375397
"AC130710.1",1.8604169379071
"AC131212.1",0.675128924321222
"AC131235.1",3.30344648452175
"AC131935.2",0.613991735471624
"AC134878.1",0.545143006451509
"AC135012.1",0.905734547702581
"AC135178.5",4.23769925311889
"AC135178.6",0.516802403684837
"AC135388.1",0.886479213410963
"AC135776.4",1.36010841617209
"AC135977.1",1.62453410814432
"AC136443.3",0.502239196223147
"AC136604.3",0.637822391248946
"AC136632.1",4.48276016327476
"AC136944.2",2.79337682442701
"AC137590.2",0.304167620573907
"AC137630.3",2.33678027903655
"AC137695.1",0.442753393142028
"AC137723.1",1.19939321245608
"AC137767.1",2.46417590603411
"AC137768.1",0.344873987527902
"AC138356.1",1.95163773070705
"AC138356.3",0.641047102164517
"AC138907.10",0.945514189302388
"AC138907.8",1.09451865523497
"AC138907.9",1.00583504899876
"AC138965.3",0.511138999578801
"AC140113.3",0.609560953784372
"AC144450.1",1.31076453832062
"AC145098.2",1.5438999777068
"AC147876.1",0.399756083753148
"AC209154.2",0.873420489128662
"AC233263.6",1.12550045670002
"AC233266.2",0.308541676605939
"AC233279.1",0.638010201652275
"AC233280.2",0.254869711295085
"AC234782.2",1.26291933760269
"AC234782.5",0.495251809887058
"AC234783.1",4.4120619520351
"AC234917.1",0.331490806634086
"AC237221.2",0.476704902434467
"AC239799.2",2.12363330403263
"AC239800.2",0.734474829230274
"AC239868.2",4.26491787010639
"AC243830.2",1.09849485177519
"AC243967.3",1.6122172236384
"AC244255.1",1.09553041111019
"AC244452.3",2.32021454478652
"AC245008.1",0.60340887672687
"AC245060.5",3.31529181343812
"AC245060.6",2.45589849391183
"AC245100.3",0.638419088117101
"AC246787.1",4.37938650645718
"AC246817.2",0.730064459695936
"AC253536.4",0.310437668455989
"ACACA",2.44631094202037
"ACAT1",3.25854933849801
"ACAT2",3.27653845859121
"ACBD7",2.00874915214358
"ACKR3",1.53091633345985
"ACLY",4.70662160769266
"ACOT7",2.09316293324509
"ACOT9",2.00978538541502
"ACSL1",1.29036716041546
"ACTBP11",0.280005124732967
"ACTG1P15",0.642840472249332
"ACTG1P24",0.411837818438325
"ACTR1A",3.62769773112662
"ACTR3B",1.88834791180475
"ADA",0.961685821521153
"ADAM23",0.604986286276182
"ADAMTS4",4.0254766215115
"ADCY10P1",1.30820747225032
"ADD2",2.34469846295589
"ADH5P2",0.324354213707042
"ADH5P4",0.836260876615696
"ADK",0.82719859212111
"AES",5.21705457227187
"AF111169.2",0.89625430784422
"AF129075.2",0.714493173747325
"AF131216.5",0.670017808748038
"AF186192.3",0.443030034450856
"AF250324.1",0.422888513274281
"AGER",3.24248874470159
"AGPAT1",1.85524628904936
"AGT",1.75808982284363
"AHCY",2.98386054668512
"AIFM1",4.18646545598659
"AIFM2",2.02962858683994
"AIP",4.19290008975869
"AJM1",2.47570546141748
"AJUBA",0.466367509303148
"AK4P4",0.280589358558124
"AKAP7",0.861051659252911
"AKAP8P1",1.0039410374815
"AKR1A1",3.63537701873475
"AKR1B10P2",0.37587045082718
"AKR1C2",0.93567943659811
"AKR1C3",0.77821388733177
"AL008635.1",0.939446629666393
"AL008638.5",0.585549505525114
"AL008718.2",0.447706008711153
"AL008721.1",0.937071598701478
"AL009176.1",0.258192719953079
"AL009181.1",0.629139162517549
"AL021068.1",2.11428491106451
"AL021408.2",0.363722433992179
"AL021937.4",0.888504512549687
"AL021997.1",0.413984129577303
"AL022316.1",0.54426647435453
"AL022324.3",1.98342341920332
"AL022326.1",0.664148893823759
"AL023773.1",0.246032681216657
"AL023806.3",1.3171037584399
"AL023881.1",0.968979276348816
"AL024474.1",0.321883164468769
"AL024507.2",1.44656227872748
"AL031008.1",1.32892223576555
"AL031121.1",0.447827160275268
"AL031123.2",1.33309209008553
"AL031283.1",1.12653004813628
"AL031679.1",0.356852961423231
"AL031773.1",0.347734837904564
"AL031777.1",2.19311094792142
"AL031864.2",0.252456958380467
"AL034346.1",0.61227658668437
"AL034379.1",1.42132846730954
"AL034548.1",0.774070561589381
"AL035411.1",4.23311647959836
"AL035414.1",0.305789437606384
"AL035420.2",0.686626269294808
"AL035458.2",0.749435053028711
"AL049597.1",0.684047228772182
"AL049597.2",0.353506567242009
"AL049637.2",0.924065290746682
"AL049780.3",0.40194300765249
"AL049838.1",3.26987672746223
"AL049871.1",3.38239444016332
"AL049873.1",4.71818176372998
"AL079352.1",0.225614788911255
"AL080243.2",3.99918802382925
"AL096711.1",0.933260194743394
"AL096828.3",0.53726089476712
"AL109615.3",0.727256614413773
"AL109618.1",0.805002783693024
"AL109659.3",0.503974660522334
"AL109917.1",1.52913806573767
"AL109918.2",0.595230441639582
"AL109936.2",0.772692492954636
"AL110115.2",0.460931734589969
"AL118505.1",1.6362875059279
"AL121583.1",0.785637772694475
"AL121652.1",0.734357245215673
"AL121656.1",0.316611312780813
"AL121761.1",0.519308779899659
"AL121761.2",0.779390885317846
"AL121782.1",0.820925584028045
"AL121890.2",0.694972693881398
"AL121890.5",1.28508514440612
"AL121950.1",1.40462405646959
"AL121956.4",0.339933550706109
"AL121990.1",0.460427244184246
"AL132642.2",0.816236642190657
"AL132709.1",0.320361650056863
"AL133163.3",1.39651513802429
"AL133245.1",1.80695551550722
"AL133270.1",0.522111301076642
"AL133325.2",0.637213094483963
"AL133338.1",1.75698803939299
"AL135786.1",0.487236238185402
"AL135924.2",1.18170338358388
"AL136038.3",1.00503988587102
"AL136038.5",1.93727876932338
"AL136116.3",0.718746509355013
"AL136126.1",1.82001845505644
"AL136139.1",0.217518763119847
"AL136141.1",2.09666729041251
"AL136172.1",0.534284427734654
"AL136301.1",0.295254730428123
"AL137002.2",0.6413738728198
"AL137783.1",1.34034110097312
"AL137784.3",1.10474375562651
"AL138756.1",2.07496122330336
"AL138781.2",0.30342054985787
"AL138831.1",1.3239553271693
"AL138831.2",0.659563222904059
"AL138831.3",2.3497856877417
"AL138995.1",0.57564535727371
"AL139008.1",1.00714616338339
"AL139094.1",0.526869426916699
"AL139125.2",0.6151392131322
"AL139130.1",0.906814500089405
"AL139246.3",0.521461105980371
"AL139254.3",0.300353046107452
"AL139274.2",0.778671821248677
"AL139384.2",1.01759753115313
"AL139413.1",0.351769098319185
"AL139424.2",1.65691285215239
"AL139424.3",3.15581918712983
"AL157394.1",0.513829823122676
"AL157414.3",0.425412377174375
"AL157713.1",0.558111006856087
"AL157777.1",1.10846111802909
"AL157935.1",0.79604587377084
"AL158063.1",0.792272963205245
"AL158801.5",0.626168642626463
"AL159169.3",1.03852675022147
"AL160275.2",0.376640011043109
"AL160286.2",1.28521049404006
"AL161431.1",2.84650392163114
"AL161669.3",1.4903754012425
"AL161911.1",1.68267099609938
"AL161932.2",0.288641505868852
"AL162311.3",1.01554704924613
"AL162412.1",0.79870110411206
"AL162413.1",3.53488079304165
"AL162431.1",0.301648915419099
"AL162588.1",0.267940062301235
"AL353572.2",0.736965177516337
"AL353626.2",0.587805744979563
"AL353719.1",1.29261345362918
"AL353726.2",0.909183508099718
"AL353795.3",0.863053336920729
"AL353807.2",1.45746983351327
"AL354714.2",2.23170457044329
"AL354718.1",1.90211832860611
"AL354877.1",0.850110839578178
"AL355338.1",2.84978022783893
