"Module","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex"
"MEc1_HuAgeGBsplitRnaseq_62","-1.14491749414469e-15","-2.25514051876985e-16","-8.41340885848751e-16","1.54704807991957e-15","-0.0218227338374626","-0.0372812445642525","0.0255586543927585","-2.56739074444567e-16","-5.03069808033274e-17","0.999999999999982","0.999999999999996","0.999999999999987","0.999999999999976","0.667060127425117","0.462288184516006","0.614364038081573","0.999999999999996","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_292","5.16947595841089e-16","-1.11618613657383e-16","2.84494650060196e-16","-5.44703171456717e-16","0.00384482048635045","-0.035506199062629","0.0112107417917467","3.81639164714898e-16","3.12250225675825e-16","0.999999999999992","0.999999999999998","0.999999999999996","0.999999999999991","0.939591523200969","0.483888233856631","0.825111681815795","0.999999999999994","0.999999999999995"
"MEc1_HuAgeGBsplitRnaseq_53","1.11022302462516e-16","-9.54097911787244e-18","1.38777878078145e-17","-1.11022302462516e-16","0.0057915612445611","-0.0423088272564652","0.0138481267017665","3.57353036051222e-16","2.58473797920544e-16","0.999999999999998","1","1","0.999999999999998","0.909114913244634","0.404113063457636","0.784879838737479","0.999999999999994","0.999999999999996"
"MEc1_HuAgeGBsplitRnaseq_161","5.83083928362704e-16","-8.5868812060852e-17","2.53269627492614e-16","-6.36643515683488e-16","0.0132964588992597","-0.000314253342565574","-0.00530098928386995","3.46944695195361e-17","-1.50053580671994e-16","0.999999999999991","0.999999999999999","0.999999999999996","0.99999999999999","0.793251852947381","0.99505788448351","0.916784142574632","0.999999999999999","0.999999999999998"
"MEc1_HuAgeGBsplitRnaseq_23","5.42751607546244e-16","-9.71445146547012e-17","3.54019114370829e-16","-5.80265002714242e-16","0.0283436964752994","0.0245955095015941","-0.0186131564094083","-1.38777878078145e-17","-6.7762635780344e-17","0.999999999999991","0.999999999999998","0.999999999999994","0.999999999999991","0.576313104021997","0.627774970005506","0.713690060152463","1","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_84","-2.10226801244939e-16","2.1163626406917e-16","2.22044604925031e-16","7.28583859910259e-17","0.0172484380749776","-0.0391119011983729","0.0102947581373896","3.08780778723872e-16","3.53883589099269e-16","0.999999999999997","0.999999999999997","0.999999999999996","0.999999999999999","0.733857199606494","0.440584364829997","0.839198111210423","0.999999999999995","0.999999999999994"
"MEc1_HuAgeGBsplitRnaseq_964","3.3133218391157e-16","-3.46944695195361e-18","2.22044604925031e-16","-4.28476698566271e-16","0.0827154713469109","0.0460528933785665","-0.0682259720641943","-5.55111512312578e-17","-8.50014503228635e-17","0.999999999999995","1","0.999999999999996","0.999999999999993","0.102436270234375","0.363770754235362","0.178195736607124","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_305","3.23525928269675e-16","-1.04083408558608e-17","2.30718222304915e-16","-3.81639164714898e-16","0.0671796114570289","0.0516972257455007","-0.063211548815506","-9.71445146547012e-17","-2.08166817117217e-17","0.999999999999995","1","0.999999999999996","0.999999999999994","0.184960374244595","0.307891847318636","0.212333999534283","0.999999999999998","1"
"MEc1_HuAgeGBsplitRnaseq_57","2.85287472898826e-16","4.16333634234434e-17","3.22658566531686e-16","-3.95516952522712e-16","0.073626394772915","0.0508416144962796","-0.064926651531903","-6.93889390390723e-18","-3.81639164714898e-17","0.999999999999996","0.999999999999999","0.999999999999995","0.999999999999994","0.146173936300263","0.315977748314782","0.200164491544791","1","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_99","1.66533453693773e-16","1.38777878078145e-17","1.52655665885959e-16","-2.37657116208823e-16","0.0664480478740224","-0.0330058036103916","-0.00644986672106177","1.73472347597681e-17","0","0.999999999999997","1","0.999999999999998","0.999999999999996","0.189801058118534","0.51521737803742","0.898836835012252","1","1"
"MEc1_HuAgeGBsplitRnaseq_16","2.77555756156289e-17","6.93889390390723e-17","4.0766001685455e-17","-5.89805981832114e-17","-0.0450935249727012","0.0249702927641528","0.00477302511626948","-6.93889390390723e-18","1.01915004213637e-17","1","0.999999999999999","0.999999999999999","0.999999999999999","0.373861019614358","0.622541556050439","0.925046540880436","1","1"
"MEc1_HuAgeGBsplitRnaseq_98","0","1.38777878078145e-17","5.98479599211998e-17","-6.41847686111419e-17","-0.0444697328573848","0.0334240243999667","0.00372980172040968","6.24500451351651e-17","-3.08997619158369e-18","1","1","0.999999999999999","0.999999999999999","0.380513452946226","0.509905128988426","0.941395367161636","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_44","5.06539254985228e-16","2.15105711021124e-16","4.20670442924376e-16","-8.10115863281169e-16","0.0500428534406357","-0.0199172420231444","-0.0137266336900309","-2.81025203108243e-16","-8.8037216405823e-17","0.999999999999992","0.999999999999997","0.999999999999993","0.999999999999987","0.323650609092674","0.694603130268651","0.786721504782692","0.999999999999996","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_294","5.08273978461204e-16","-6.93889390390723e-18","3.63045097456771e-16","-6.17507347339119e-16","-0.0089978703482897","0.0452837440632474","-0.0134694023459969","-1.39645239816133e-16","-1.77809156287623e-17","0.999999999999992","1","0.999999999999994","0.99999999999999","0.859229302062078","0.371846776852686","0.790624688625395","0.999999999999998","1"
"MEc1_HuAgeGBsplitRnaseq_54","5.77662917500277e-16","-3.46944695195361e-17","3.12683906544819e-16","-6.5442443131225e-16","-0.00983278557567559","0.0473365886716306","-0.0136864525328766","-1.40078920685127e-16","-6.96057794735694e-17","0.999999999999991","0.999999999999999","0.999999999999995","0.99999999999999","0.846322357826349","0.350537585274131","0.787330857729359","0.999999999999998","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_776","-5.89805981832114e-16","-1.31838984174237e-16","-1.76941794549634e-16","7.3075226425523e-16","-0.00963066262199816","0.07374273005833","-0.0284542353025703","2.81025203108243e-16","2.42861286636753e-16","0.999999999999991","0.999999999999998","0.999999999999997","0.999999999999988","0.849443345019055","0.145535910874407","0.574825976963726","0.999999999999996","0.999999999999996"
"MEc1_HuAgeGBsplitRnaseq_223","-7.14706072102445e-16","-5.55111512312578e-17","-3.53883589099269e-16","9.38485400503453e-16","-0.0125009224635162","0.0828203441974631","-0.0299412830759912","1.21430643318376e-16","2.74086309204336e-16","0.999999999999989","0.999999999999999","0.999999999999994","0.999999999999985","0.805366448700459","0.102000128866435","0.554998006267492","0.999999999999998","0.999999999999996"
"MEc1_HuAgeGBsplitRnaseq_38","-6.03683769639929e-16","-4.85722573273506e-17","-4.92661467177413e-16","8.17380017836822e-16","-0.0152036171917787","0.0907169446852939","-0.0317538348205478","1.30104260698261e-16","2.07299455379228e-16","0.99999999999999","0.999999999999999","0.999999999999992","0.999999999999987","0.764416011512408","0.0731707216523087","0.53128933403713","0.999999999999998","0.999999999999997"
"MEc1_HuAgeGBsplitRnaseq_287","-1.31405303305243e-15","-8.32667268468867e-17","-6.59194920871187e-16","1.6757428777936e-15","-0.01017176943052","-0.0221582948747508","0.0118172203054722","-6.59194920871187e-17","7.80625564189563e-17","0.999999999999979","0.999999999999999","0.99999999999999","0.999999999999974","0.841093508275746","0.662254407453437","0.815815444734095","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_51","-1.35915584342783e-15","-7.28583859910259e-17","-5.82867087928207e-16","1.73819292292876e-15","-0.0122260231633938","-0.0237976915041195","0.013189320837661","-1.11022302462516e-16","6.76542155630955e-17","0.999999999999979","0.999999999999999","0.999999999999991","0.999999999999973","0.809563676574162","0.638977618580954","0.794880550458167","0.999999999999998","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_228","-1.27675647831893e-15","7.32920668600201e-17","-9.95731275210687e-16","1.50400525367189e-15","0.0400251763104513","0.0228898424121839","-0.024354890440057","-1.07552855510562e-16","-2.46330733588707e-16","0.99999999999998","0.999999999999999","0.999999999999984","0.999999999999976","0.429978174994585","0.651825707149886","0.631144814467837","0.999999999999998","0.999999999999996"
"MEc1_HuAgeGBsplitRnaseq_39","-1.28976690438876e-15","6.33174068731535e-17","-9.26342336171615e-16","1.51267887105178e-15","0.0315980244727075","0.0113900694295989","-0.0159174273236889","-1.42247325030098e-16","-2.04697370165263e-16","0.99999999999998","0.999999999999999","0.999999999999985","0.999999999999976","0.533307100471267","0.822360300672854","0.753704145273697","0.999999999999998","0.999999999999997"
"MEc1_HuAgeGBsplitRnaseq_1195","-1.00613961606655e-16","4.16333634234434e-17","-1.38777878078145e-17","9.36750677027476e-17","-0.000954984228432471","0.0566355073582602","-0.0187461387525039","-3.46944695195361e-17","-3.98986399474666e-17","0.999999999999998","0.999999999999999","1","0.999999999999998","0.984982196899661","0.263906225872521","0.711735262095885","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_2034","-8.32667268468867e-17","-3.46944695195361e-18","-6.93889390390723e-18","8.67361737988404e-17","0.00147017702048578","0.0383844365565555","-0.0159536725854673","-2.42861286636753e-17","-1.90819582357449e-17","0.999999999999999","1","1","0.999999999999999","0.976882288437295","0.449138535496079","0.753161465005823","1","1"
"MEc1_HuAgeGBsplitRnaseq_398","-1.66533453693773e-16","-6.93889390390723e-18","-1.00613961606655e-16","2.08166817117217e-16","-0.00624595176849073","0.0975091761080026","-0.0232385530218719","-5.20417042793042e-17","-1.04083408558608e-17","0.999999999999997","1","0.999999999999998","0.999999999999997","0.902018820251986","0.0540370897495304","0.646878218630876","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_74","-2.35922392732846e-16","4.85722573273506e-17","-1.07552855510562e-16","2.4980018054066e-16","-0.0108109499653255","0.135333607032343","-0.0303290966124965","3.12250225675825e-17","1.90819582357449e-17","0.999999999999996","0.999999999999999","0.999999999999998","0.999999999999996","0.831253254039466","0.00736616973440508","0.549882274209736","1","1"
"MEc1_HuAgeGBsplitRnaseq_9","-2.77555756156289e-16","-2.77555756156289e-17","-1.87350135405495e-16","2.98372437868011e-16","-0.011901530054233","0.138788970470449","-0.0310855505843836","0","3.12250225675825e-17","0.999999999999996","1","0.999999999999997","0.999999999999995","0.814525136563115","0.00597950191167194","0.539970818196121","1","1"
"MEc1_HuAgeGBsplitRnaseq_291","-8.50881864966624e-16","1.73472347597681e-17","-6.41847686111419e-16","1.05557923513189e-15","0.00397177029936837","-0.018389963836691","0.00565460921350917","9.28077059647592e-17","2.68882138776405e-17","0.999999999999987","1","0.99999999999999","0.999999999999983","0.937600922897736","0.716975126138992","0.911255099476145","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_191","-2.15105711021124e-16","5.89805981832114e-17","-5.3776427755281e-17","2.20309881449055e-16","-0.0133743976956914","9.92178770021157e-05","0.0102730154203585","4.33680868994202e-17","7.97972798949331e-17","0.999999999999997","0.999999999999999","0.999999999999999","0.999999999999997","0.792067602236937","0.998439637849325","0.839533124155405","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_31","-2.70616862252382e-16","2.08166817117217e-17","-7.11236625150491e-17","2.32452945780892e-16","-0.0131916044208083","0.00178878912224743","0.0092649014831043","1.90819582357449e-17","1.28369537222284e-16","0.999999999999996","1","0.999999999999999","0.999999999999996","0.794845826435427","0.971874174782084","0.855097021760699","1","0.999999999999998"
"MEc1_HuAgeGBsplitRnaseq_174","-1.61762964134837e-16","3.46944695195361e-17","-6.93889390390723e-18","1.47451495458029e-16","-0.0675770344819817","-0.0486485089940592","0.0213121122516404","1.11781243983256e-16","3.59955121265187e-17","0.999999999999997","0.999999999999999","1","0.999999999999998","0.182369112930858","0.337331934141732","0.674399090086565","0.999999999999998","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_597","-1.74339709335669e-16","5.18248638448071e-17","2.60208521396521e-17","1.4658413372004e-16","-0.0638999194655577","-0.0498005862486194","0.0196211043871965","7.11236625150491e-17","3.12250225675825e-17","0.999999999999997","0.999999999999999","1","0.999999999999998","0.207387210766131","0.326001520704781","0.698921098635681","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_25","6.93889390390723e-18","8.32667268468867e-17","-2.77555756156289e-17","-2.94902990916057e-17","-0.0315893013109644","0.0616334009737032","-0.00563296040380508","4.85722573273506e-17","-2.42861286636753e-17","1","0.999999999999999","1","1","0.533420180645613","0.223994064478628","0.911593470363324","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_175","6.93889390390723e-17","-1.11022302462516e-16","-2.60208521396521e-18","-8.67361737988404e-18","-0.0019015622052647","0.0896258633713919","-0.0143282268364138","-3.12250225675825e-17","1.21430643318376e-17","0.999999999999999","0.999999999999998","1","1","0.970101802286536","0.0767060627037666","0.77761400848234","1","1"
"MEc1_HuAgeGBsplitRnaseq_605","2.77555756156289e-17","1.38777878078145e-16","-1.04083408558608e-17","-5.72458747072346e-17","-0.0113803162308854","0.0776130647719801","-0.0112945848903964","3.98986399474666e-17","-2.68882138776405e-17","1","0.999999999999998","1","0.999999999999999","0.822509886054933","0.125498434666385","0.823825028592532","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_2024","2.33320307518881e-16","1.00613961606655e-16","3.2612801348364e-16","-4.03323208164608e-16","0.0304249539563893","0.0109977991846068","-0.0100355325783227","5.55111512312578e-17","-6.17995238316738e-18","0.999999999999996","0.999999999999998","0.999999999999995","0.999999999999994","0.548621376222868","0.828381588330712","0.843194145616955","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_1177","3.03576608295941e-16","7.28583859910259e-17","2.34621350125863e-16","-4.17634676841416e-16","0.0324443444551448","0.0046755724439574","-0.00904298506344402","-3.81639164714898e-17","3.57786716920216e-17","0.999999999999995","0.999999999999999","0.999999999999996","0.999999999999993","0.522393795667697","0.926572538371928","0.858530883407112","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_388","3.29597460435593e-16","9.54097911787244e-18","3.1637019393127e-16","-4.24356730310826e-16","0.0315827420708001","0.00576208417284345","-0.00912882187321425","7.63278329429795e-17","3.26344853918137e-17","0.999999999999995","1","0.999999999999995","0.999999999999993","0.533505217402264","0.909575504423501","0.857202352971082","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_71","2.8796409701215e-16","3.98986399474666e-17","3.13117587413814e-16","-3.963843142607e-16","0.0333039834219173","-0.00888773154872558","-0.00630999124576415","5.20417042793042e-17","6.01732205729455e-17","0.999999999999995","0.999999999999999","0.999999999999995","0.999999999999994","0.511426965134421","0.860934815214738","0.901019346637084","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_8","2.76688394418301e-16","5.8113236445223e-17","3.31982705215061e-16","-3.7773603689395e-16","0.0321220842726246","-0.00740023091835849","-0.0063657458959075","6.93889390390723e-17","6.16911036144252e-17","0.999999999999996","0.999999999999999","0.999999999999995","0.999999999999994","0.526535828104835","0.884029071844371","0.900149302764579","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_295","2.04697370165263e-16","-4.16333634234434e-17","1.04950770296597e-16","-2.14238349283136e-16","0.0290315581131319","0.00829837645632493","-0.0150499506071173","-6.41847686111419e-17","4.66206934168767e-18","0.999999999999997","0.999999999999999","0.999999999999998","0.999999999999997","0.567088533100971","0.87007184278546","0.766727989855084","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_59","-1.92554305833426e-16","-5.89805981832114e-17","-7.97972798949331e-17","3.15719672627779e-16","-0.0184575648196536","0.03443143774018","-0.00267051848146846","1.40512601554121e-16","5.89805981832114e-17","0.999999999999997","0.999999999999999","0.999999999999999","0.999999999999995","0.715979585180708","0.497227129862291","0.958021046786276","0.999999999999998","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_97","1.2490009027033e-16","-6.93889390390723e-18","7.41594285980085e-17","-7.71951946809679e-17","0.0503317838692026","0.0557694512188474","-0.0130268141165004","-1.38777878078145e-17","-5.0415401020576e-18","0.999999999999998","1","0.999999999999999","0.999999999999999","0.320861310903558","0.271290653020094","0.79735265301869","1","1"
"MEc1_HuAgeGBsplitRnaseq_5","-5.20417042793042e-17","-1.21430643318376e-17","-4.25007251614318e-17","7.58941520739853e-17","-0.0498994527810796","0.0692178234830179","-0.0397544477648172","-8.32667268468867e-17","-1.73472347597681e-17","0.999999999999999","1","0.999999999999999","0.999999999999999","0.325040807685864","0.17195449060958","0.433106740799358","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_64","-1.40512601554121e-16","-2.42861286636753e-17","-1.30863202219e-16","1.75857592377149e-16","-0.0790523273999704","0.0800919887611046","-0.0717947657516297","4.85722573273506e-17","-1.30104260698261e-17","0.999999999999998","1","0.999999999999998","0.999999999999997","0.118618858896316","0.113835267925697","0.156502396282194","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_338","-2.0122792321331e-16","4.85722573273506e-17","-2.38524477946811e-16","2.00035300823576e-16","-0.0459200906968277","0.0684561607849555","-0.0858084306080589","-3.64291929955129e-17","-6.20163642661709e-17","0.999999999999997","0.999999999999999","0.999999999999996","0.999999999999997","0.365157314267503","0.176732513682293","0.0901805720519187","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_1032","-2.1163626406917e-16","0","-8.97719398817998e-17","2.5804011705155e-16","-0.048379525138032","0.0701745538890351","-0.0933994551152137","-4.85722573273506e-17","-1.12757025938492e-17","0.999999999999997","1","0.999999999999999","0.999999999999996","0.340013206197928","0.166090049881865","0.065040958736362","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_1895","-1.6826817716975e-16","5.20417042793042e-18","-2.17707796235089e-16","2.10714692222558e-16","-0.0486978087693252","0.0694167047993296","-0.0932062987397899","-8.32667268468867e-17","-3.77302356024956e-17","0.999999999999997","1","0.999999999999997","0.999999999999997","0.336841978425374","0.170722879146949","0.0656004243767295","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_339","1.25767452008319e-16","-5.55111512312578e-17","0","-8.42425088021237e-17","-0.103022052713866","0.0684969185262152","-0.0104891936521937","-1.04083408558608e-17","-1.99493199737333e-17","0.999999999999998","0.999999999999999","1","0.999999999999999","0.0417476038848881","0.176474364155489","0.836203535539905","1","1"
"MEc1_HuAgeGBsplitRnaseq_358","2.90566182226115e-17","3.81639164714898e-17","1.99493199737333e-17","-5.63785129692462e-17","-0.112468058932329","0.100407520464042","-0.0251654531386644","-9.71445146547012e-17","-3.46944695195361e-18","1","0.999999999999999","1","0.999999999999999","0.0261584189885408","0.047245791871931","0.619823849696743","0.999999999999998","1"
"MEc1_HuAgeGBsplitRnaseq_395","1.28369537222284e-16","1.21430643318376e-17","1.05818132034585e-16","-1.74339709335669e-16","-0.0877708930769415","0.0652227923723658","-0.0302216370683922","1.73472347597681e-17","1.38777878078145e-17","0.999999999999998","1","0.999999999999998","0.999999999999997","0.0830340153531451","0.198115642286759","0.551297475355892","1","1"
"MEc1_HuAgeGBsplitRnaseq_73","1.6826817716975e-16","4.33680868994202e-18","-1.56125112837913e-17","-2.02962646689286e-16","-0.0806838887023737","0.0594603297666668","-0.0232433063174256","-6.59194920871187e-17","-8.67361737988404e-18","0.999999999999997","1","1","0.999999999999997","0.111180256339868","0.240785508219414","0.6468108857735","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_1105","-5.07406616723216e-16","2.40692882291782e-17","-2.51101223147643e-16","5.8937230096312e-16","0.026920339019571","-0.0793477469388961","0.0131495557240461","1.31838984174237e-16","4.59701721133854e-17","0.999999999999992","1","0.999999999999996","0.999999999999991","0.595621728867791","0.117243906379379","0.795485281136024","0.999999999999998","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_1106","-1.14491749414469e-16","-1.00613961606655e-16","-8.50014503228635e-17","2.20201461231806e-16","-0.00978298318804434","-0.0376092319901832","0.0147984797648485","2.08166817117217e-17","3.64291929955129e-17","0.999999999999998","0.999999999999998","0.999999999999999","0.999999999999997","0.847091137167281","0.458356495039028","0.770515932377025","1","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_360","-3.15719672627779e-16","3.64291929955129e-17","-2.63677968348475e-16","3.54750950837257e-16","0.00658958047917487","-0.0598194202881862","0.0149342670486526","-5.55111512312578e-17","-3.29597460435593e-17","0.999999999999995","0.999999999999999","0.999999999999996","0.999999999999994","0.896657607280332","0.237951517959636","0.768469864816711","0.999999999999999","1"
"MEc1_HuAgeGBsplitRnaseq_1118","2.25514051876985e-16","8.50014503228635e-17","3.19622800448727e-16","-3.39138439553466e-16","-0.0332537609347762","0.0706626422735866","-0.0139078091208397","1.2490009027033e-16","1.30104260698261e-18","0.999999999999996","0.999999999999999","0.999999999999995","0.999999999999995","0.512064367887988","0.163156568906286","0.783975574350334","0.999999999999998","1"
"MEc1_HuAgeGBsplitRnaseq_364","1.97758476261356e-16","1.12757025938492e-16","1.80194401067091e-16","-3.42607886505419e-16","-0.0371895885330524","0.0652560204988023","-0.0106636252630181","-3.46944695195361e-17","-4.42354486374086e-17","0.999999999999997","0.999999999999998","0.999999999999997","0.999999999999995","0.463390236380411","0.197886710547875","0.83351905714613","0.999999999999999","0.999999999999999"
"MEc1_HuAgeGBsplitRnaseq_1955","1.64798730217797e-17","-1.0321604682062e-16","-1.2490009027033e-16","7.63278329429795e-17","0.0159390971630058","-0.00460458854175184","-0.00410188568898104","6.24500451351651e-17","2.51534904016637e-17","1","0.999999999999998","0.999999999999998","0.999999999999999","0.753379680162203","0.927684234888286","0.935561088825571","0.999999999999999","1"
